user_id,user_age,Sexo,codigo_sexo,nombre_cancion,genero,Codigo_cancion,Pregunta_general,Grado_general
500737046,27,Chico,0,Mayores,reguetón,10005,Sí,9
500737046,27,Chico,0,Havana,pop,20001,No,0
