update_id,user_id,user_age,Sexo,Codigo_sexo,analisis
229473531,500737046,27,Chico,0,"[{""codigo_parrafo_cuerpo"":0,""codigo_parrafo_poder"":[4,6,7],""Grado_poder"":9,""codigo_parrafo_estereotipo"":[2,3,4,6,7],""name"":""Mayores"",""codigo_parrafo_roles"":[4,6,7],""Codigo_cancion"":10005,""Pregunta_general"":""Sí"",""Grado_cuerpo"":0,""Grado_estereotipo"":8,""genero"":""reguetón"",""Grado_roles"":6,""Grado_general"":9},{""codigo_parrafo_cuerpo"":0,""codigo_parrafo_poder"":0,""Grado_poder"":0,""codigo_parrafo_estereotipo"":0,""name"":""Havana"",""codigo_parrafo_roles"":0,""Codigo_cancion"":20001,""Pregunta_general"":""No"",""Grado_cuerpo"":0,""Grado_general "":"""",""Grado_estereotipo"":0,""genero"":""pop"",""Grado_roles"":0,""Grado_general"":0}]"
