_id,estrofa
20001,"[""\nHavana, ooh na-na (ayy)\nHalf of my heart is in Havana, ooh na-na (ayy, ayy)\nHe took me back to East Atlanta, na-na-na, ah\nOh, but my heart is in Havana (ayy)\nThere's somethin' 'bout his manners (uh huh)\nHavana, ooh na-na (uh)\n\n"",""\nHe didn't walk up with that \""how you doin'?\"" (uh)\nWhen he came in the room\nHe said there's a lot of girls I can do with (uh)\nBut I can't without you\nI knew him forever in a minute (hey)\nThat summer night in June\nAnd papa says he got malo in him (uh)\nHe got me feelin' like...\n\n"",""\nOoh-ooh-ooh-ooh-ooh-ooh-ooh-ooh (ayy)\nI knew it when I met him (ayy), I loved him when I left him\nGot me feelin' like, ooh-ooh-ooh-ooh-ooh-ooh-ooh-ooh\nAnd then I had to tell him, I had to go\nOh na-na-na-na-na (woo)\n\n"",""\nJeffery, just graduated, fresh on campus, mmm\nFresh out East Atlanta with no manners, damn (fresh out East Atlanta)\nBump on her bumper like a traffic jam\nHey, I was quick to pay that girl like Uncle Sam (here you go, ayy)\nBack it on me\nShawty cravin' on me, get to eatin' on me (on me)\nShe waited on me (then what?)\nShawty cakin' on me, got the bacon on me (wait up)\nThis is history in the makin', on me (on me)\nPoint blank, close range, that B\nIf it cost a million, that's me (that's me)\nI was gettin' mula, baby\n\n"",""\nOoh na-na, oh, na-na-na (oo-ooh-ooh-ooh-ooh-ooh-ooh)\nTake me back, back, back like...\nOoh na-na, oh, na-na-na (yeah, babe)\nTake me back, back, back like...\nOoh na-na, oh, na-na-na (yeah, yeah)\nTake me back, back, back like...\nOoh na-na, oh, na-na-na (yeah, babe)\nTake me back, back, back\nHey, hey...\nOoh-ooh-ooh-ooh-ooh-ooh-ooh-ooh (hey)\nOoh-ooh-ooh-ooh-ooh-ooh-ooh-ooh (hey)\nTake me back to my Havana...\n\n""]"
20002,"[""\nSay say say, hey hey now baby\nOh mama, don't play now baby\nSay say say, hey hey now baby\nSaid let's get one thing straight now baby\n\n"",""\nTell me, tell me if you love me or not, love me or not, love me or not?\nI'll bet the house on you, am I lucky or not, lucky or not, lucky or not?\nYou gotta tell me if you love me or not, love me or not, love me or not?\nBeen wishin' for you, am I lucky or not, lucky or not, lucky or not?\n\n"",""\nOoooh, oooh\nBeen wishin' for you\nOoh, ooh\nTryna' do what lovers do (ooh)\nOoooh, oooh\nBeen wishin' for you\nOoh, ooh\nTryna' do what lovers do (ooh)\n\n"",""\nSay say say, hey hey now baby\nYou gonna make me hit you with that lay down, baby (ohhh)\n(Ooh) Say say say, hey hey now baby\nYou know what I need, out the gate now baby (oh, ohhh)\n\n"",""\nOoooh, oooh\nBeen wishin' for you\nOoh, ooh\nTryna' do what lovers do (ooh)\nOoooh, oooh\nBeen wishin' for you (wishin')\nOoh, ooh\nTryna' do what lovers do (ooh)\n\n"",""\n(Hey yeah) What lovers do (oh, ohh)\nWhat lovers do (hmm na na na, hey yeah)\nWhat lovers do (oh, hmm na na na, oh, ohh)\n\n"",""\nAren't we too grown for games?\nAren't we too grown to play around?\nYoung enough to chase\nBut old enough to know better\nAre we too grown for changin'?\nAre we too grown to mess around?\nOoh and I can't wait forever baby\nBoth of us should know better\n\n""]"
20003,"[""\nIn your eyes, there's a heavy blue\nOne to love, and one to lose\nSweet divide, a heavy truth\nWater or wine, don't make me choose\n\n"",""\nI wanna feel the way that we did that summer night, night\nDrunk on a feeling, alone with the stars in the sky\n\n"",""\nI've been running through the jungle\nI've been running with the wolves\nTo get to you, to get to you\nI've been down the darkest alleys\nSaw the dark side of the moon\nTo get to you, to get to you\nI've looked for love in every stranger\nTook too much to ease the anger\nAll for you, yeah, all for you\nI've been running through the jungle\nI've been crying with the wolves\nTo get to you, to get to you, to get to you\n\n"",""\nTo get to you\nTo get to you\n\n"",""\nYour fingertips trace my skin\nTo places I have never been\nBlindly, I am following\nBreak down these walls and come on in\n\n""]"
20004,"[""\nI'll admit, I was wrong, what else can I say, girl?\nCan't you blame my head and not my heart?\nI was drunk, I was gone, that don't make it right, but\nPromise there were no feelings involved, mmh\n\n"",""\nShe said, \""Boy, tell me honestly\nWas it real or just for show?\"", yeah\nShe said, \""Save your apologies\nBaby, I just gotta know\""\n\n"",""\nHow long has this been goin' on?\nYou've been creepin' 'round on me\nWhile you're callin' me \""baby\""\nHow long has this been goin' on?\nYou've been actin' so shady\nI've been feelin' it lately, baby\n\n"",""\nOoo-oh (yeah)\nOoo-oh (encore)\nOooh-ooh-oh\n\n"",""\nI'll admit, it's my fault, but you gotta believe me\nWhen I say it only happened once, mmm\nI try, and I try, but you'll never see that\nYou're the only one I wanna love, oh, yeah\n\n""]"
20005,"[""\nTalkin' in my sleep at night, makin' myself crazy\n(Out of my mind, out of my mind)\nWrote it down and read it out, hopin' it would save me\n(Too many times, too many times)\nMy love, he makes me feel like nobody else, nobody else\nBut my love, he doesn't love me, so I tell myself, I tell myself\n\n"",""\nOne: Don't pick up the phone\nYou know he's only callin' 'cause he's drunk and alone\nTwo: Don't let him in\nYou'll have to kick him out again\nThree: Don't be his friend\nYou know you're gonna wake up in his bed in the morning\nAnd if you're under him, you ain't gettin' over him\n\n"",""\nI got new rules, I count 'em\nI got new rules, I count 'em\nI gotta tell them to myself\nI got new rules, I count 'em\nI gotta tell them to myself\n\n"",""\nI keep pushin' forwards, but he keeps pullin' me backwards\n(Nowhere to turn, no way)\n(Nowhere to turn, no)\nNow I'm standin' back from it, I finally see the pattern\n(I never learn, I never learn)\nBut my love, he doesn't love me, so I tell myself, I tell myself\nI do, I do, I do\n\n"",""\nPractice makes perfect\nI'm still tryna learn it by heart (I got new rules, I count 'em)\nEat, sleep, and breathe it\nRehearse and repeat it, 'cause I... (I got new...)\n\n""]"
20006,"[""\nNot tryna be indie\nNot tryna be cool\nJust tryna be in this\nTell me, are you too?\nCan you feel where the wind is?\nCan you feel it through\nAll of the windows\nInside this room?\n\n"",""\n'Cause I wanna touch you baby\nAnd I wanna feel you too\nI wanna see the sunrise\nOn your sins just me and you\n\n"",""\nLight it up, on the run\nLet's make love tonight\nMake it up, fall in love, try\n\n"",""\nBut you'll never be alone\nI'll be with you from dusk till dawn\nI'll be with you from dusk till dawn\nBaby, I am right here\nI'll hold you when things go wrong\nI'll be with you from dusk till dawn\nI'll be with you from dusk till dawn\nBaby, I am right here\n\n"",""\nI'll be with you from dusk till dawn\nBaby, I am right here\n\n"",""\nWe were shut like a jacket\nSo do your zip\nWe would roll down the rapids\nTo find a wave that fits\nCan you feel where the wind is?\nCan you feel it through\nAll of the windows\nInside this room?\n\n"",""\n'Cause I wanna touch you baby\nAnd I wanna feel it too\nI wanna see the sunrise\nOn your sins just me and you\n\n"",""\nCould give love to your body\nSo, only you that can stop it\nGo, give love to your body\nSo, only you that can stop it\nGo, give love to your body\nSo, only you that can stop it\nGo, give love to your body\nGo, give love to your body\n\n""]"
20007,"[""\nBig fat thang, overflowin'\nSkin tight dress, couldn't hold it\nWay too thick like it's swollen\nGirl, you're too bad and you know it\nWhen you drop down, lose focus\nWhen that thing clap, that's a bonus\nMmm, that cake looking appetizing\nBackpack full, that's a crisis\n\n"",""\nBring that body my way\nCan't take it off my brain\nLook like you do ballet, yeah\n\n"",""\nHold tight when you tip toe (oh, oh, oh, oh)\nShake something when you tip toe (girl, oh, oh, oh, oh)\nNo breaks when you push that back\nLeft, right, do it just like that\nHold tight when you tip toe (oh, oh, oh, oh)\n\n"",""\nAyo, God bless you from behind and (I do)\nOne hand up like the Heisman (touchdown)\nFirst class seat when ya ridin' (oh yeah)\nWind that thing like ya spineless\n\n"",""\nWine fa me darlin'\nWay you move ya spine is alarmin'\nMi wan you just wine fa me, darlin' (oh, oh, oh, oh)\n\n"",""\nOooh, one, tryna figure out who to give ya love\nTwo, dancin' like a freak 'til a quarter past\nThree, you know I'm the one you been looking for\n(Montana, ha)\n\n"",""\nLeft cheek, right cheek, left cheek, right cheek (oh, no)\nLeft cheek, right cheek, left cheek, right cheek (ayy, ayy)\nTip toe (tip toe), tip toe (tip toe)\nChains on, got me lookin' like a disco (a disco)\nWho that be? And that drop be Mansory (skrrt)\nWho that be? Blowin' gas out the 'rari (sk-skrrt)\nFrench vanilla smooth like a 100-year wine\nCome sneak up from behind, \""What's ya name?\""\n\""What's ya sign?\"" (Huh)\nWine fa me, darlin'\n\""You want to dock in or fly out??\""\nWine fa me, darlin'\n\""Baby, you want to lease, rent, or buy out??\""\nWine fa me, darlin'\nWhen dat money keep blowin', swat, why shorty tip toein'\nGot ya left cheek shown, mama\nTip (huh)\n\n""]"
20008,"[""\nTime flies by when the night is young\nDaylight shines on an undisclosed location, location\nBloodshot eyes looking for the sun\nParadise delivered and we call it a vacation, vacation\n\n"",""\nYou're painting me a dream that I\nWanna belong in, wanna belong in\n\n"",""\nOver the hills and far away\nA million miles from L.A\nJust anywhere away with you\nI know we've got to get away\nSomeplace where no one knows our name\nWe'll find the start to something new\nJust take me anywhere, take me anywhere\nAnywhere away with you\nJust take me anywhere, take me anywhere\nAnywhere away with you\n\n"",""\nFun, little less fun\nLittle less, over, over, over, over, me\nOh, fun, little less fun\nLittle less, over, over, over, over, me\n\n"",""\nTruth comes out when we're blacking out\nLooking for connection in a crowd of empty faces, empty faces\nYour secrets are the only thing I'm craving now\nThe good, and the bad, let me in\n'Cause I can take it, I can take it\n\n"",""\nTake me anywhere\nOh, anywhere\nAnywhere away with you\nTake me anywhere\n\n""]"
20009,"[""\nElla, que ha nacido modelo, diva y superestrella\nDeja el mundo menos bonito cuando se aleja\nRiendo porque mi alma le llora y queja\n(Es una guerrera)\n\n"",""\nElla tiene arsenal, ella, pa' cargarse a cualquiera\nLe gusta viajar, ella, pega'ita a mi vera\nTiene el pedal, ella, cuando quiere acelera\nAdicta a pelear, es una guerrera\n(Eso es)\n\nLo juro, me muera\nEs una guerrera\nLo juro, me muera\nLo juro, me muera\n\n"",""\nElla roba en las tiendas\nAtraca los bancos, se entera de to' los santos\nSe sabe el nombre del jurado\nTiene fichados los horarios\nTiene una hacienda, tres o cuatro barcos\nUn M4 y un Lambo\nTiene cuero y piel en el armario\nUn nombre hecho por todo el barrio\nY ella cierra los ojos y ve\nA través de las paredes\nTiene la fuerza de mil hombres\nY yo me pierdo en su timidez\nEso...\n\n"",""\nElla, que ha nacido modelo, diva y superestrella\nDeja el mundo menos bonito cuando se aleja\nRiendo porque mi alma le llora y queja\nEs una guerrera, ella\nLo juro, me muera, ella\nEs una guerrera, ella\nLo juro, me muera, ella\nEso es\n\n"",""\nY el orgullo me robó\nA punta de Kalashnikov\nY mi cerebro secuestró\nCalla'ita con silenciador\nY ahora to'l mundo sabe:\nQue tiene arsenal pa' cargarse a cualquiera\nLe encanta viajar pega'íta a mi vera\nElla, tiene el pedal, y cuando quiere acelera\nAdicta a pelear, es una guerrera\n(Eso es)\n\n""]"
20010,"[""\nElla, que ha nacido modelo, diva y superestrella\nDeja el mundo menos bonito cuando se aleja\nRiendo porque mi alma le llora y queja\n(Es una guerrera)\n\n"",""\nElla tiene arsenal, ella, pa' cargarse a cualquiera\nLe gusta viajar, ella, pega'ita a mi vera\nTiene el pedal, ella, cuando quiere acelera\nAdicta a pelear, es una guerrera\n(Eso es)\n\nLo juro, me muera\nEs una guerrera\nLo juro, me muera\nLo juro, me muera\n\n"",""\nElla roba en las tiendas\nAtraca los bancos, se entera de to' los santos\nSe sabe el nombre del jurado\nTiene fichados los horarios\nTiene una hacienda, tres o cuatro barcos\nUn M4 y un Lambo\nTiene cuero y piel en el armario\nUn nombre hecho por todo el barrio\nY ella cierra los ojos y ve\nA través de las paredes\nTiene la fuerza de mil hombres\nY yo me pierdo en su timidez\nEso...\n\n"",""\nElla, que ha nacido modelo, diva y superestrella\nDeja el mundo menos bonito cuando se aleja\nRiendo porque mi alma le llora y queja\nEs una guerrera, ella\nLo juro, me muera, ella\nEs una guerrera, ella\nLo juro, me muera, ella\nEso es\n\n"",""\nY el orgullo me robó\nA punta de Kalashnikov\nY mi cerebro secuestró\nCalla'ita con silenciador\nY ahora to'l mundo sabe:\nQue tiene arsenal pa' cargarse a cualquiera\nLe encanta viajar pega'íta a mi vera\nElla, tiene el pedal, y cuando quiere acelera\nAdicta a pelear, es una guerrera\n(Eso es)\n\n""]"
20011,"[""\nFuera, vete de mi casa\nTú no eres mi amiga\nQue yo sigo jugando qué más da\nSigo jugando solo, me aburro\n\nEl patio está vació\nY suenan las sirenas\nY yo sigo jugando, qué más da\nSigo jugando y siempre me castigas\n\n"",""\nY solo quiero que te vayas\nSolo quiero que se acabe\nSolo quiero que me dejes solo\n\n"",""\nFuera, vete de mi casa\nSuéltame las manos\nNo soy más que un niño\nCon los pies descalzos\n\nY yo sigo jugando, qué más da\nSigo jugando solo\n\nNada, ya no queda nada\nSolo tu delirio\nTu ruido insoportable en el salón\nNo queda nada más que tu fantasma\n\n""]"
20012,"[""\nNo hay reglas para amar\nNo hay forma de acertar\nSolo pretendo ser\nTu mejor verdad\n\nPero tú vienes y te vas\nY yo alerto al corazón\nSi te vas a quedar\nNo entenderé otro adiós\n\n"",""\nQue el hambre que tienes se olvida\nDe las mordidas que ya le dio a mi vida\n\n"",""\nNo vaya a ser que te quiera y te vuelvas a ir\nNo vaya a ser que me enamore aún más de ti\nNo vaya a ser que me equivoque y te vuelva a perder\nNo vaya a ser que me caiga otra vez\n\n"",""\nTe juro que intenté\nNo verte en otra piel\nVacío en el papel\nMi rabia y mi ser\n\nEspero no llevar\nLa cruz de perdonar\nA quién no me hace bien\nY juega a marear\n\n""]"
20013,"[""\nVuelves, en cada sueño que tengo\nCaigo de nuevo en tu red\nSé que tarda un tiempo\nCurarme de ti de una vez\n\nTuve tantos momentos felices\nQue olvido lo triste que fue\nDarte de mi alma\nLo que tú echaste a perder\n\n"",""\nYo no quería amarte\nTú me enseñaste a odiarte\nTodos los besos que me imaginé\nVuelven al lugar donde los vi crecer\n\n"",""\nEn Saturno viven los hijos que nunca tuvimos\nEn Plutón aún se oyen gritos de amor\nY en la Luna gritan a solas tu voz y mi voz\nPidiendo perdón, cosa que nunca pudimos hacer peor\n\n"",""\nTienes, la misma culpa que tengo\nAunque te cueste admitir\nQue sientes como siento\nLa almohada no suele mentir\n\n""]"
20014,"[""\nPlayers, put yo' pinky rings up to the moon\nGirls, what y'all trying to do?\n24 karat magic in the air\nHead to toe so player\nUh, look out!\n\n"",""\nPop pop, it's show time (Show time)\nShow time (Show time)\nGuess who's back again?\nOh they don't know? (Go on tell 'em)\nOh they don't know? (Go on tell 'em)\nI bet they know soon as we walk in (Showin' up)\nWearing Cuban links (ya)\nDesigner minks (ya)\nInglewood's finest shoes (Whoop, whoop)\nDon't look too hard\nMight hurt ya'self\nKnown to give the color red the blues\n\n"",""\nOoh shit, I'm a dangerous man with some money in my pocket\n(Keep up)\nSo many pretty girls around me and they waking up the rocket\n(Keep up)\nWhy you mad? Fix ya face\nAin't my fault y'all be jocking\n(Keep up)\n\n"",""\nSecond verse for the hustlas (hustlas)\nGangstas (gangstas)\nBad bitches and ya ugly ass friends (Haha)\nCan I preach? (Uh oh) Can I preach? (Uh oh)\nI gotta show 'em how a pimp get it in\nFirst, take your sip (sip), do your dip (dip)\nSpend your money like money ain't shit (Whoop, whoop)\nWe too fresh\nGot to blame it on Jesus\nHashtag blessed\nThey ain't ready for me\n\n"",""\n(Wooh)\nEverywhere I go they be like\nOoh, so player ooh\nEverywhere I go they be like\nOoh, so player ooh\nEverywhere I go they be like\nOoh, so player ooh\nNow, now, now\nWatch me break it down like (Uh)\n24 karat, 24 karat magic\nWhat's that sound?\n24 karat, 24 karat magic\nCome on now\n24 karat, 24 karat magic\nDon't fight the feeling\nInvite the feeling\n\n""]"
20015,"[""\nShe works at nights, by the water\nShe's gone astray, so far away\nFrom her father's daughter\nShe just wants a life for her baby\nAll on her own, no one will come\nShe's got to save him (daily struggle)\n\n"",""\nShe tells him, \""Oh, love, no one's ever gonna hurt you, love.\""\n\""I'm gonna give you all of my love.\""\n\""Nobody matters like you.\""\n(Stay up there, stay up there!)\nShe tells him, \""Your life ain't gon' be nothing like my life.\"" (Straight!)\n\""You're gonna grow and have a good life.\""\n\""I'm gonna do what I've got to do.\""\n(Stay up there, stay up there!)\n\n"",""\nSo, rockabye, baby, rockabye\nI'm gonna rock you\nRockabye, baby, don't you cry\nSomebody's got you\nRockabye, baby, rockabye\nI'm gonna rock you\nRockabye, baby, don't you cry\nAh, Rockabye, no\n\n"",""\nRockabye, rocka-rocka-rocka-bye\n(Rockabye, yeah, yeah)\nRockabye, rocka-rocka-rocka-bye\n\n"",""\nSingle mum, how're you doing out there?\nFacing the hard life, without no fear (Yeah!)\nJust so you know that you really care\n'Cause any obstacle come, you're well prepared (Oh, no!)\nAnd no, mama, you never shed tear\n'Cause you have to shed things year after year\nAnd you give the yout love beyond compare (Yeah!)\nYou find his school fee and the bus fare (Yeah!)\nMh, Marie, the paps' disappear\nIn the wrong bar, can't find him nowhere\nSteadily your workflow, heavily you know\nSo your non-stop, no time, no time for ya dear\n\n"",""\nNow she got a six-year-old\nTrying to keep him warm\nTrying to keep out the cold\nWhen he looks in her eyes\nHe don't know he is safe\n\n"",""\nWhen she says, \""Oh, love, no one's ever gonna hurt you, love.\""\n\""I'm gonna give you all of my love.\""\n\""Nobody matters like you.\""\n\n"",""\nSo, rockabye, baby, rockabye\nI'm gonna rock you\nRockabye, baby, don't you cry\nSomebody's got you\nRockabye, baby, rockabye\nI'm gonna rock you\nRockabye, baby, don't you cry\n(Badda-bang-bang-bang, alright then)\nAh, Rockabye, no\n\n"",""\nRockabye, rocka-rocka-rocka-bye\n(Rockabye, yeah, yeah)\nRockabye, rocka-rocka-rocka-bye\nRockabye, don't bother cry\nLift up your head, lift it up to the sky, yo\nRockabye, don't bother cry\nAngels surround you, just dry your eye\n\n"",""\nRockabye, don't bother cry\nLift up your head, lift it up to the sky (Ah, Rockabye!)\nRockabye, don't bother cry (Yeah!)\nAngels surround you, just dry your eye (Yeah, ah, rockabye!)\nRockabye, don't bother cry (No!)\nLift up your head, lift it up to the sky (Oh, Rockabye!)\nRockabye, don't bother cry\nAngels surround you, just dry your eye\n\n""]"
20016,"[""\nI don't wanna know, know, know, know\nWho"",""\nWasted (wasted)\nAnd the more I drink the more I think about you\nOh no, no, I can't take it\nBaby every place I go reminds me of you\n\n"",""\nDo you think of me? Of what we used to be?\nIs it better now that I'm not around?\nMy friends are actin' strange, they don't bring up your name\nAre you happy now?\nAre you happy now?\n\n"",""\nAnd every time I go out, yeah\nI hear it from this one, I hear it from that one\nThat you got someone new\nYeah, I see but don't believe it\nEven in my head you're still in my bed\nMaybe I'm just a fool\n\n"",""\n(Oh hey)\nNo more ""]"
20017,"[""\nWhen you get older, plainer, saner\nWill you remember all the danger\nWe came from?\nBurning like embers, falling tender\nLonging for the days of no surrender\nYears ago\nAnd will you know?\n\n"",""\nSo smoke 'em if you got 'em 'cause it's going down\nAll I ever wanted was you\nI'll never get to heaven 'cause I don't know how\n\n"",""\nLet's raise a glass or two\nTo all the things I've lost on you, ho, oh\nTell me, are they lost on you? Oh, oh\nJust that you could cut me loose, ho, oh\nAfter everything I've lost on you\nIs that lost on you? Oh, oh, oh, oh, oh, ohh\nHo, oh "",""\nWishin' I could see the machinations\nUnderstand the toil of expectations\nIn your mind\nHold me like you never lost your patience\nTell me that you love me more than hate me\nAll the time\nAnd you're still mine\n\n""]"
20018,"[""\nYou were looking at me like you wanted to stay\nWhen I saw you yesterday\nI'm not wasting your time, I'm not playing no games\nI see you\n\n"",""\nWho knows the secret tomorrow will hold?\nWe don't really need to know\nCause you're here with me now, I don't want you to go\nYou're here with me now, I don't want you to go\n\n"",""\nMaybe we're perfect strangers\nMaybe it's not forever\nMaybe the night will change us\nMaybe we'll stay together\nMaybe we'll walk away\nMaybe we'll realize\nWe're only human\nMaybe we don't need no reason\nMaybe we're perfect strangers\nMaybe it's not forever\nMaybe the night will change us\nMaybe we'll stay together\nMaybe we'll walk away\nMaybe we'll realize\nWe're only human\nMaybe we don't need no reason why\nCome on, come on, come over\nMaybe we don't need no reason why\nCome on, come on, come over\n\n"",""\nNo one but you got me feeling this way\nThere's so much we can't explain\nMaybe we're helping each other escape\nI'm with you\n\n""]"
20019,"[""\nHoy me pregunto que será de ti \nTe tuve cerca y ahora estás tan lejos \nPero prohibirme recordar lo nuestro es imposible \nEs imposible\n\nNo me perdono se que te perdí \nPero expiraron los remordimientos \nFui dictador y el no dejarte ir debió haber sido mi primer decreto \n\n"",""\nCuatro años sin mirarte \nTres postales y un bolero \nDos meses y me olvidaste \nNi siquiera me pensaste un 29 de febrero \n\nAndan diciendo por la calle \nQue solo le eres fiel al viento \nEl mismo que nunca hizo falta \nPara levantar tu falda cada día de por medio\n\n"",""\nCómo te atreves a volver \nA darle vida a lo que estaba muerto \nLa soledad me había tratado bien \nY no eres quien para exigir derechos \n\nCómo te atreves a volver \nY a tus cenizas convertir en fuego \nHoy mis mentiras veo caer \nQue no es verdad que te olvidé \nCómo te atreves a volver \n\nOhhh\nOhhh\n\n"",""\nPor qué volviste si te vas a ir\nTantas mentiras que al final no veo \nNunca fui bueno para distinguir, al fin y al cabo siempre me las creo\n\n"",""\nCómo te atreves a volver\nMe hiciste daño pero sigo vivo \nContigo yo me acostumbré a perder \nMi corazón funciona sin latidos \n\n""]"
20020,"[""\nMe perderé\nMe perderé en el torbellino del amor\n\nMe subiré\nMe subiré en un remolino de color\n\nConfundiré\nConfundiré lo que es el norte con el sur\nRenegaré de ese pasado donde tú\nTú dijiste adiós\n\n"",""\nEscaparé\nEscaparé como Dorita rumbo a Oz\n\nDescubriré\nDescubriré que el mago es solo una ilusión\n\nEscogeré\nEscogeré entre las tinieblas y la luz\nY lloraré con un presente donde tú\nTú eres ficción\n\n"",""\nEs un vendaval\nQue hará temblar mi miedo\nEspectacular\nMonumental revuelo\nQue revolverá lo malo con lo bueno\nTodo en este plan\nEspectacular\n\nUn ciclón total\nCon rayos y con truenos\nEspectacular\nUn festival de fuego\nY retumbará\nSacudirá hasta el cielo\nEspectacular\nSensacional\n\n"",""\nMe montaré\nMe montaré en un arco iris de neón\n\nY viajaré\nY viajaré a Las Vegas, Marte o Benidorm\n\nY tomaré\nY tomaré la decisión a cara o cruz\nApostaré por un futuro donde tú\nTú eres ficción\n\n"",""\nEs un vendaval\nQue hará temblar mi miedo\nEspectacular\nMonumental revuelo\nQue revolverá lo malo con lo bueno\nTodo en este plan\nEspectacular\nUn ciclón total\nCon rayos y con truenos\nEspectacular\nUn festival de fuego\nY retumbará\nSacudirá hasta el cielo\nEspectacular\nSensacional\n\n""]"
30000,"[""\nDeja que se enteren\nComo yo te quiero\nY como tú me quieres\nDeja que nos miren\nCuando te enamores\nNo te quejes\nDeja que mi alma brille\nDime qué hago\nQué hago contigo\nNo me des pena\nPor mi vida te lo pido\nDe verdad no tengo miedo\nPero ahora es cuando quiero\n\n"",""\nQue me dejes que te mire\nY que te bese si es que puedo\n\n"",""\nTú eres una necesidad\nY sólo con un par de besos\nTu puedes derretir mi fuego\nPuedes incendiar mi mar\nSi no me das un beso ya\nTu boca se la lleva el viento\nY cómo le digo lo siento\nA este cuerpo que quiere amar\nTú eres la casualidad\nMás hermosa que me trajo el cielo\nQuién dijo que yo estoy despierto\nSi no paro de soñar\nSi no me das un beso ya\nTu boca se la lleva el viento\nY cómo le digo lo siento\nA este cuerpo que quiere amar\n\n"",""\nDeja que te bese\nDeja que te bese\nDeja que lo intente\nDeja que te invite\nA que te enamores de esta noche\nUna noche aquí entre miles\n\nMe he enamorado\nNunca lo olvides\nNo ha sido fácil\nPorque muero en tus perfiles\nMe has atrapado\nNo te confíes\n\n""]"
30001,"[""\nMe perderé\nMe perderé en el torbellino del amor\n\nMe subiré\nMe subiré en un remolino de color\n\nConfundiré\nConfundiré lo que es el norte con el sur\nRenegaré de ese pasado donde tú\nTú dijiste adiós\n\n"",""\nEscaparé\nEscaparé como Dorita rumbo a Oz\n\nDescubriré\nDescubriré que el mago es solo una ilusión\n\nEscogeré\nEscogeré entre las tinieblas y la luz\nY lloraré con un presente donde tú\nTú eres ficción\n\n"",""\nEs un vendaval\nQue hará temblar mi miedo\nEspectacular\nMonumental revuelo\nQue revolverá lo malo con lo bueno\nTodo en este plan\nEspectacular\n\nUn ciclón total\nCon rayos y con truenos\nEspectacular\nUn festival de fuego\nY retumbará\nSacudirá hasta el cielo\nEspectacular\nSensacional\n\n"",""\nMe montaré\nMe montaré en un arco iris de neón\n\nY viajaré\nY viajaré a Las Vegas, Marte o Benidorm\n\nY tomaré\nY tomaré la decisión a cara o cruz\nApostaré por un futuro donde tú\nTú eres ficción\n\n"",""\nEs un vendaval\nQue hará temblar mi miedo\nEspectacular\nMonumental revuelo\nQue revolverá lo malo con lo bueno\nTodo en este plan\nEspectacular\nUn ciclón total\nCon rayos y con truenos\nEspectacular\nUn festival de fuego\nY retumbará\nSacudirá hasta el cielo\nEspectacular\nSensacional\n\n""]"
30002,"[""\n¿Por qué, Por qué, Por qué?\nTe veo en el espejo aunque no estés\nReconozco tu voz, sé que hay algo aquí entre los dos\nSiento, siento, siento\nQue te conozco de antes de hace tiempo\nQue el destino cumplió su misión\n\n"",""\nY aunque quieran quitarme la voz\nYo pegaré un grito al cielo\nSoy más fuerte si estamos los dos\nVa a rendirse el mundo entero\nYo contigo, tú conmigo\nLe daré la vuelta al cuento y aunque muera en el intento\nVamos a escribir lo mejor\nYo contigo, tú conmigo\nGong gong goro gong gong\nQue va ser mi\nGong gong goro gong gong\nGong gong goro gong gong\nQue va ser mi\nGong gong goro gong gong\n\n"",""\n¿Por qué, por qué, por qué?\nTe escucho cuando hablo y aunque no estés\nEres parte de mi y no quiero verme sin ti\nSiento, siento, siento\nQue te conozco de antes, de hace tiempo\nQue el destino cumplió su misión\n\n"",""\nContra el viento\nNuestro momento, sé que ya llego y lo presiento\nContra el mundo, los mares, no habrá quien nos separe\nContra el viento, el viento oh\nYo pegaré un grito al cielo, soy mas fuerte si estamos los dos\nVa a rendirse el mundo entero\nYo contigo, tú conmigo\n\n""]"
30003,"[""\nDespués de todo este final\nQue en realidad\nEs el comienzo de una guerra sin cuartel\nQue humilla y averg"",""\nMíranos, qué ha sido de nosotros dos\nExcombatientes de un amor que nos llenó de vida, uoh\nMíranos en este ring desolador\nPoniendo precio a un deshonor que solos siembra heridas\nQué estúpidos los dos\nQué triste esta bajada del telón\n\n"",""\nCuántos momentos quedarán sin recordar\nYa sepultados para siempre por afán\nY la rabia indecente\nQue nos convierte en estos locos sin razón\nQue solo pisan platos rotos con dolor\nEn su circo de escombros\n\nDéjalo, nos hemos ya manchado bien\nEl alma entera\nY lo peor es que seguimos\nPresos de este odio intenso\n\n""]"
